,AAPL,ACN,ADBE,ADI,ADP,ADSK,AMAT,AMD,AMZN,APH,APP,ARM,AVGO,AXP,AZO,BA,BABA,BAC,BLK,BN,BX,C,CB,CDNS,CME,COF,COST,CPNG,CPRT,CRM,CRWD,CSCO,CVNA,CVS,DELL,DG,EBAY,FTNT,GD,GE,GOOG,GS,HD,HON,HOOD,HWM,IBKR,IBM,ICE,INTC,INTU,JD,JPM,KKR,KLAC,KR,LMT,LOW,LRCX,MA,MELI,META,MMC,MRVL,MS,MSFT,MU,NET,NFLX,NOC,NOW,NTES,NU,NVDA,ORCL,ORLY,PANW,PDD,PGR,PLD,PLTR,QCOM,RBLX,ROST,RTX,SCHW,SE,SNOW,SNPS,TGT,TJX,TPR,TSCO,TXN,ULTA,V,WDAY,WELL,WFC,WMT
C,0.010013157,0.010081021,0.009821925,0.009521901,0.009542967,0.010130021,0.009635981,0.010141844,0.00998085,0.00988297,0.00977257,0.010320036,0.009823736,0.009967985,0.009765785,0.009766771,0.009973191,0.0097251525,0.009695752,0.010040833,0.0097545935,0.009788103,0.010131046,0.0100123,0.009883814,0.010016599,0.0098739695,0.010030787,0.009842455,0.009756153,0.010608266,0.009902504,0.010249735,0.010399296,0.009870901,0.0096956175,0.009753787,0.010052895,0.009810714,0.010543646,0.009760973,0.010021662,0.010133227,0.010529442,0.009918196,0.009902258,0.010049295,0.0099960305,0.009811476,0.010389017,0.01023066,0.009368036,0.009975795,0.010107202,0.010136757,0.010001473,0.010199972,0.009586647,0.009867603,0.009891284,0.01042196,0.010070263,0.010028254,0.010253563,0.010082748,0.009867484,0.009723867,0.009818725,0.00966994,0.010167382,0.010535262,0.009878113,0.009987218,0.010787271,0.01044496,0.010044403,0.009536888,0.009636803,0.010284486,0.009949382,0.009906573,0.01000371,0.010166172,0.009884226,0.01043787,0.01002302,0.010258533,0.010216991,0.01012222,0.010329645,0.009814775,0.009907517,0.010134904,0.009644245,0.01040718,0.009576786,0.010248636,0.010260964,0.010156652,0.009851765
CB,0.009974818,0.01008912,0.009812634,0.009555651,0.009540632,0.01014978,0.009617836,0.010174131,0.009958164,0.0098575,0.0097752195,0.01036584,0.009829626,0.009966511,0.009802122,0.009773139,0.009952665,0.00973408,0.009695447,0.010015509,0.009813346,0.009816613,0.010140656,0.01002742,0.009834192,0.01003068,0.009906968,0.01000051,0.009862604,0.009765518,0.010619869,0.009881871,0.010269322,0.010375587,0.009908887,0.00969058,0.009743823,0.010015929,0.009816864,0.010548709,0.009774056,0.009998967,0.010113462,0.010504144,0.009888087,0.009905922,0.010038571,0.009991451,0.009836465,0.010400686,0.010233546,0.00937934,0.0099546565,0.010105092,0.010142697,0.010001354,0.010179528,0.009568844,0.009894028,0.009913136,0.01041424,0.010081844,0.010007499,0.010256703,0.010095555,0.009864038,0.009746175,0.009825143,0.009661597,0.010139417,0.01051816,0.00987973,0.009962311,0.010752372,0.010430817,0.010031825,0.009528767,0.009673141,0.010287991,0.009934294,0.009919565,0.010019235,0.010183548,0.009876295,0.010411036,0.010012733,0.010239977,0.010229567,0.010138539,0.010321266,0.009806431,0.009906657,0.010132928,0.009687085,0.010383997,0.009578983,0.010263335,0.010249664,0.010172461,0.0098406635
CDNS,0.009976834,0.010083377,0.009816951,0.009514644,0.00955295,0.010156013,0.009630097,0.010166816,0.009932245,0.00984941,0.009726597,0.01031994,0.00984229,0.009965651,0.00979851,0.009770497,0.00997376,0.009747291,0.009698469,0.010037959,0.0097973095,0.009826615,0.010119683,0.009976134,0.009859896,0.009998912,0.009875952,0.009980053,0.009845343,0.009745393,0.010600117,0.009899035,0.010253116,0.010382397,0.009870938,0.009689012,0.009737557,0.010018686,0.009788115,0.010520885,0.009775035,0.010033437,0.010155218,0.010557618,0.009904424,0.009916275,0.010031513,0.009982238,0.009818699,0.010422535,0.010229673,0.0093717165,0.009944706,0.010121167,0.010155244,0.009993342,0.010201085,0.009539959,0.00988629,0.0098878965,0.010426514,0.010051626,0.010004417,0.01025069,0.010110365,0.009835215,0.009710945,0.00982962,0.009676246,0.010174799,0.010595455,0.009897004,0.009965575,0.010752594,0.010452509,0.010073487,0.009524109,0.009672204,0.01032134,0.0099392105,0.009943263,0.010039535,0.010143006,0.009892138,0.010419736,0.010047458,0.010244345,0.010185407,0.010121752,0.010333888,0.009806534,0.009930548,0.0101443045,0.009713769,0.010413725,0.009586941,0.010267807,0.010233059,0.010124246,0.009871088
CME,0.00996241,0.010132062,0.00979911,0.009530279,0.009542083,0.010128143,0.009639295,0.010157209,0.009955423,0.009859228,0.009781596,0.010372908,0.009860427,0.009969026,0.009798273,0.009775391,0.009947866,0.0097513925,0.009711408,0.010038479,0.009780799,0.00979391,0.010124603,0.010005989,0.009876161,0.010012976,0.009910556,0.009998918,0.009861967,0.009727144,0.010648968,0.009888308,0.0102633815,0.010382999,0.00987047,0.009665683,0.009724423,0.010035347,0.009813338,0.010535412,0.009779974,0.010026029,0.010122991,0.010530831,0.00990686,0.009916863,0.010064907,0.0099706855,0.009819154,0.010422403,0.010207192,0.009391978,0.009986023,0.010109678,0.010159249,0.010016368,0.010164196,0.009546718,0.009901082,0.009900677,0.010405821,0.010066986,0.010018905,0.010229839,0.010094813,0.009837715,0.009733805,0.0098122135,0.009668914,0.010159481,0.0105398055,0.009887321,0.010006402,0.010777898,0.010449514,0.010037158,0.009528443,0.009643097,0.010276218,0.00994231,0.009903796,0.010018235,0.010190573,0.009873935,0.010408663,0.010021076,0.01022145,0.01024327,0.010122794,0.010307718,0.009800962,0.009924827,0.010113586,0.009718078,0.010368268,0.009583177,0.010249113,0.0102481,0.010136848,0.009851647
COF,0.009985138,0.010073884,0.009818174,0.0095241,0.009542635,0.010132652,0.009609523,0.010160608,0.009938241,0.009866645,0.00978722,0.010340179,0.009859459,0.009942881,0.009808165,0.009789915,0.009959397,0.009748744,0.009711232,0.010035549,0.009784486,0.009828645,0.010118995,0.009983999,0.00984294,0.010002425,0.0098927915,0.010007249,0.009870511,0.009756697,0.010602747,0.009879468,0.01027005,0.010384292,0.009903842,0.009692014,0.009729757,0.010011823,0.009829692,0.010555994,0.009804479,0.009996681,0.010118527,0.010523354,0.009908161,0.009912489,0.010021928,0.009989088,0.009837752,0.010423948,0.010189341,0.009385485,0.009953298,0.010126508,0.010146688,0.009994465,0.010175088,0.009548581,0.009871245,0.009909644,0.010419649,0.010057505,0.010013306,0.01027981,0.010080315,0.009847425,0.009730258,0.009818987,0.009678807,0.01016951,0.010527674,0.009889094,0.009965129,0.010762064,0.010422501,0.010065099,0.009523857,0.009685577,0.010313214,0.009924285,0.009913101,0.010019716,0.010166938,0.009888213,0.010417851,0.010010475,0.010243025,0.010234273,0.01014659,0.010319636,0.0098243,0.009918604,0.010120194,0.009698448,0.010376059,0.0095831845,0.010248814,0.010262785,0.010155781,0.009858436
COST,0.009986494,0.010092125,0.009818563,0.0095155975,0.0095617855,0.010111103,0.009611568,0.0101652015,0.00992065,0.0099055,0.009775469,0.01036212,0.0098413825,0.009997876,0.009818394,0.00978535,0.00995367,0.009725002,0.009708995,0.01003533,0.009787306,0.009820157,0.010119426,0.009995338,0.009859516,0.009992441,0.00989311,0.009998045,0.009875178,0.009746267,0.010612024,0.009903371,0.010259554,0.010381026,0.009905441,0.009700437,0.009736707,0.01004309,0.009843748,0.0105396975,0.0098106805,0.009986715,0.01012039,0.010522312,0.009899865,0.009914753,0.010024188,0.009969446,0.009835732,0.010396831,0.010178613,0.009398758,0.009967066,0.010107238,0.010160986,0.00999435,0.0101844035,0.009541756,0.0098892115,0.009888395,0.010431695,0.010069422,0.0100034075,0.010301437,0.010078716,0.00981606,0.009723536,0.009789139,0.009676856,0.0101563595,0.010530502,0.009878358,0.009985156,0.010752054,0.0104699675,0.010056566,0.009508431,0.00967329,0.010288051,0.009949499,0.009895033,0.010046134,0.010185023,0.009890981,0.010418426,0.010019481,0.010225201,0.010217527,0.010110029,0.010328645,0.009822678,0.009902773,0.010131327,0.009703406,0.01035291,0.009577483,0.010259383,0.010253393,0.010155993,0.009869925
CPNG,0.009944283,0.010061617,0.0097933635,0.00951834,0.009545164,0.010180608,0.009628869,0.01020547,0.00993586,0.0098207835,0.009812418,0.010302387,0.009849851,0.00998503,0.009763107,0.009772634,0.009960353,0.009747822,0.009696713,0.010016247,0.009804554,0.009826108,0.0101472065,0.0100001125,0.009847349,0.010019274,0.009913289,0.009977967,0.009909415,0.00972873,0.0105992695,0.0099033965,0.01026812,0.010367812,0.009886712,0.009691598,0.009730751,0.010022737,0.009816199,0.01052816,0.009781837,0.009988359,0.010126729,0.010523682,0.009911474,0.00989298,0.010040076,0.009958323,0.009853838,0.010446824,0.010211609,0.009405667,0.009956097,0.010134182,0.010145771,0.009993896,0.010203348,0.009595037,0.00984475,0.009903343,0.010365409,0.010034307,0.010028508,0.010240575,0.010133758,0.009863261,0.009732393,0.0098421145,0.00966642,0.010159865,0.010510032,0.009866212,0.009988035,0.0107500795,0.010388734,0.010064542,0.009562281,0.0096417125,0.01029954,0.009930909,0.009959704,0.010045694,0.010152812,0.009861741,0.01039199,0.010016436,0.010242522,0.010261254,0.010151146,0.010333352,0.009834291,0.00991776,0.010130877,0.0097208135,0.010353862,0.009608294,0.010253555,0.010232707,0.010165555,0.009849443
CPRT,0.010025975,0.010065653,0.009806661,0.009535889,0.009520661,0.010131862,0.009642478,0.01020162,0.009948287,0.009893247,0.009733229,0.010334124,0.00982134,0.009988431,0.009799061,0.009778986,0.009957185,0.009718301,0.009681659,0.0100316815,0.009785895,0.009834694,0.010130184,0.010001813,0.009832498,0.00998885,0.0098862,0.010010879,0.009864673,0.009778715,0.010575831,0.009893092,0.010255642,0.010378723,0.009895801,0.0097036995,0.009762531,0.010051547,0.009793996,0.010526389,0.009771084,0.009981112,0.010139339,0.01051404,0.0098823905,0.009895592,0.010016711,0.009995187,0.009835408,0.010389495,0.010205349,0.009369095,0.009955774,0.010108082,0.010157704,0.00998211,0.01019031,0.009539089,0.009891982,0.009916928,0.010408356,0.010082645,0.010025452,0.010282742,0.010121479,0.009844214,0.009724803,0.009777459,0.009687034,0.010176704,0.010542925,0.009906395,0.009950007,0.0107674375,0.010457538,0.010031856,0.009523423,0.009645224,0.010320921,0.009941672,0.009929701,0.010025719,0.010163476,0.009860154,0.010452056,0.0100263115,0.010237744,0.010217385,0.010118479,0.010310374,0.009839557,0.009935606,0.010169424,0.009671696,0.010407397,0.0095655015,0.010282788,0.010212602,0.010191461,0.009859519
CRM,0.010001334,0.010049891,0.009832937,0.0095345555,0.009546978,0.010121349,0.009605766,0.010177765,0.009946991,0.009888696,0.009775391,0.01034288,0.009837521,0.009971733,0.009787617,0.009767428,0.009971576,0.009735836,0.009701579,0.010047407,0.009759674,0.009792566,0.010137151,0.009992726,0.009853555,0.010034367,0.009897146,0.010026472,0.009881282,0.009776418,0.010632653,0.009924505,0.010250264,0.010398295,0.009875661,0.009710894,0.009742465,0.010039179,0.009815105,0.010561872,0.009791006,0.010000262,0.010118973,0.010529846,0.009867038,0.009881112,0.010057668,0.010031183,0.009819175,0.010392441,0.010185293,0.009394079,0.009976961,0.010090271,0.010128055,0.010008695,0.01020434,0.009566914,0.009874223,0.009882614,0.010439995,0.010056227,0.009997469,0.0102787,0.010054634,0.009854227,0.009727431,0.009781578,0.009669894,0.010191845,0.010499499,0.009890236,0.009945647,0.01077794,0.010455894,0.010030676,0.009509404,0.00965672,0.010251965,0.009946083,0.009929078,0.0100182975,0.010182096,0.009870721,0.010414768,0.0100051835,0.010244641,0.010214748,0.01016395,0.010337299,0.009834187,0.009893509,0.010172464,0.009662059,0.010379304,0.009572289,0.0102437455,0.010293265,0.010143455,0.009861246
CRWD,0.009973123,0.010116227,0.009818226,0.009561236,0.009496884,0.010151169,0.009600864,0.010185108,0.009924359,0.00982511,0.009783399,0.010315405,0.009840511,0.00995556,0.009774848,0.009795817,0.00998958,0.009750219,0.009699416,0.010030269,0.009767754,0.009804022,0.010119122,0.010004659,0.00983754,0.010052967,0.009879483,0.009988746,0.009849556,0.00972635,0.010648163,0.009876331,0.010250244,0.010373377,0.009839913,0.0097067235,0.009749612,0.0100068385,0.009810567,0.010535159,0.009775271,0.0100114755,0.010139799,0.010525677,0.0098999515,0.009904076,0.010045059,0.009982156,0.009800956,0.010466363,0.010199862,0.00940272,0.009937551,0.010098124,0.010117773,0.009996536,0.010225117,0.009558555,0.009846272,0.009913605,0.010423334,0.010056545,0.010044957,0.010235142,0.010117006,0.009847254,0.009751977,0.009804016,0.009689214,0.010193323,0.010539573,0.00988809,0.0099843135,0.010769919,0.0104087135,0.010021428,0.009514917,0.009663186,0.010319208,0.009922704,0.009965447,0.010045791,0.01016315,0.009858991,0.010401465,0.0100174835,0.010251194,0.01023857,0.010159048,0.010338397,0.009793231,0.009949851,0.010133197,0.009702781,0.010435949,0.009582872,0.010244836,0.010240765,0.010157997,0.009862811
CSCO,0.009988181,0.010073226,0.009838477,0.009543977,0.00951977,0.0101350825,0.009614617,0.010161699,0.009937029,0.009865349,0.009738987,0.010335834,0.009824868,0.009977952,0.009809142,0.009786607,0.0099633625,0.009728962,0.0097030075,0.010022332,0.009789357,0.009807345,0.010155222,0.010011718,0.009843621,0.010010713,0.009895056,0.009986784,0.009865951,0.009716609,0.010645241,0.00990002,0.010257153,0.010392493,0.009870127,0.009695411,0.009728974,0.010038695,0.009790786,0.010552757,0.009773866,0.010022851,0.010131599,0.010534939,0.009887598,0.009896554,0.010066356,0.009990215,0.009812185,0.010412657,0.010240563,0.009382067,0.009954862,0.010089476,0.010151448,0.010017626,0.010206901,0.009569534,0.009875001,0.009909687,0.01043693,0.01005362,0.0100345425,0.01026681,0.010071805,0.009846971,0.009739667,0.009803184,0.009654115,0.010154447,0.010559364,0.009880619,0.009992209,0.010798448,0.010455774,0.010021603,0.009519295,0.009637087,0.010291673,0.009966702,0.009942085,0.010013725,0.010160019,0.009850092,0.010419074,0.010030244,0.010217831,0.010216674,0.010134483,0.010327456,0.009786215,0.009932963,0.010148024,0.009704899,0.010406433,0.009562896,0.01027816,0.010251209,0.010136781,0.009847397
CVNA,0.009996564,0.010077143,0.009807455,0.009566082,0.009530621,0.010137106,0.009605539,0.010166392,0.009941781,0.009855125,0.009745639,0.010347879,0.00983771,0.009979108,0.009800188,0.00975819,0.0099412985,0.009726408,0.009702345,0.010030033,0.00978382,0.00979834,0.010156708,0.010028909,0.0098443795,0.010016231,0.0099001145,0.010007107,0.009867555,0.009756543,0.010646516,0.009911086,0.01024076,0.010392437,0.009899091,0.009689666,0.009737336,0.010051607,0.009794652,0.010552197,0.00975959,0.010013482,0.010118184,0.010518403,0.009887724,0.009893479,0.010048941,0.010010139,0.0098209195,0.010378891,0.010243748,0.009377269,0.009984485,0.010086222,0.010154495,0.009998127,0.010196653,0.0095923375,0.009882055,0.009894568,0.010439992,0.010064527,0.010010378,0.010282684,0.010089934,0.009863063,0.009734079,0.009806056,0.009663724,0.010167794,0.010524017,0.009871718,0.009975245,0.010800786,0.010456286,0.010018776,0.009517202,0.0096213445,0.010279755,0.009952976,0.009922811,0.010007354,0.010178933,0.0098476475,0.010430321,0.010013148,0.010214536,0.010227134,0.010133985,0.010306421,0.009822868,0.009917613,0.010148875,0.009680539,0.010397535,0.00954835,0.010272166,0.010260394,0.010183927,0.009857729
CVS,0.009963691,0.010086077,0.00980934,0.009525048,0.009538039,0.0101467185,0.009626604,0.010184445,0.009943512,0.009829544,0.009799265,0.010367061,0.009851163,0.009978246,0.009803259,0.0097592175,0.009978374,0.009743887,0.009695367,0.010023073,0.00979591,0.009840971,0.010127209,0.0099903615,0.009853659,0.010012888,0.009882489,0.010004848,0.0098761115,0.009728995,0.010638088,0.009881301,0.01025462,0.0103969015,0.009885462,0.009679146,0.00974758,0.009989546,0.009814581,0.010567743,0.0097569935,0.009997043,0.010131972,0.010522851,0.0099070575,0.009911845,0.010054817,0.0099906875,0.009834595,0.010428695,0.010201734,0.009373326,0.009983516,0.010111687,0.010135763,0.010008648,0.010197069,0.009562256,0.009885987,0.009907748,0.01039871,0.010034991,0.010028925,0.010275496,0.010081546,0.009832555,0.009723849,0.009812664,0.009667693,0.010156216,0.010525362,0.009876672,0.009989666,0.0107629225,0.010440711,0.010055203,0.009510541,0.009660366,0.010264642,0.009936643,0.009929155,0.010022873,0.010172704,0.009869743,0.010410303,0.010014398,0.010256501,0.010222798,0.01015532,0.010322028,0.009798941,0.009922554,0.010136262,0.009719251,0.010370666,0.009608793,0.010246092,0.010263849,0.010146265,0.009851495
DELL,0.009959174,0.01004461,0.00985741,0.0095580565,0.009531174,0.010158048,0.009616611,0.010177657,0.009930114,0.0098659685,0.009743594,0.010287508,0.009828551,0.009971025,0.009809511,0.009795226,0.009948552,0.009742197,0.009712697,0.010036368,0.00987689,0.00987524,0.010157623,0.009979057,0.009844703,0.01000247,0.009834576,0.0099847065,0.009910209,0.00972672,0.010622088,0.009915047,0.010275737,0.010349436,0.009907838,0.009662772,0.00975086,0.010029275,0.009811202,0.0105292555,0.00976415,0.010011431,0.010143612,0.010528913,0.009931644,0.009902193,0.010056192,0.009993353,0.0098311575,0.0103742285,0.0102321645,0.00937763,0.009965415,0.01006891,0.010127326,0.0100222835,0.010242135,0.009557936,0.009839468,0.009860497,0.010448121,0.010014006,0.010002699,0.010325747,0.010116795,0.009826207,0.009761529,0.00983707,0.009681678,0.010163486,0.010565044,0.009893248,0.009978548,0.010750219,0.01043844,0.010049422,0.009553164,0.009660721,0.010308655,0.009938059,0.009949598,0.01001462,0.010127681,0.009858036,0.010409835,0.010009322,0.010264275,0.010215558,0.010144245,0.010328562,0.009795429,0.009898568,0.010124128,0.009692811,0.010346885,0.009572526,0.010278796,0.010204495,0.010130665,0.009870706
DG,0.009967918,0.010092988,0.00983646,0.009517087,0.009533026,0.010125408,0.00962355,0.01017511,0.009969909,0.00984025,0.009734724,0.010341212,0.009834846,0.009970605,0.0097816605,0.009779117,0.009995753,0.009727956,0.009712469,0.010032758,0.00977254,0.009804922,0.010138602,0.010018718,0.00985569,0.010036411,0.009914418,0.009980249,0.009837947,0.009703779,0.010617131,0.009911884,0.010247038,0.0103990035,0.009858958,0.009693231,0.009748333,0.010025297,0.00980175,0.010539813,0.009783896,0.010009212,0.010130664,0.010520911,0.009883993,0.009900305,0.01005164,0.009975797,0.009793513,0.010461702,0.010224743,0.009367095,0.009951472,0.010133152,0.010166429,0.010014119,0.010196583,0.009536985,0.009866376,0.009915583,0.010424654,0.010077957,0.010037097,0.010245951,0.010086454,0.009852439,0.009704155,0.009813636,0.009678646,0.010162396,0.010572893,0.009857878,0.0099932365,0.0107632475,0.010439568,0.010040352,0.009530156,0.009656378,0.010320233,0.0099704685,0.009924484,0.010051752,0.010143356,0.009889547,0.010381741,0.0100441845,0.010211856,0.01023107,0.010114753,0.010362028,0.009800299,0.009937057,0.0101265,0.009718095,0.010400167,0.0095871985,0.010248356,0.010252109,0.010119899,0.009845057
EBAY,0.009999428,0.010090326,0.009819662,0.009541975,0.009535831,0.010132397,0.009645925,0.010174465,0.009967635,0.009847759,0.009779391,0.010342396,0.009840647,0.009995513,0.00980123,0.009748823,0.009959361,0.00972373,0.009678587,0.010019913,0.009724382,0.009808186,0.010136858,0.010003474,0.009842051,0.010022412,0.0099394005,0.010023132,0.0098322695,0.009763982,0.010599896,0.009890682,0.010236551,0.010389061,0.009872649,0.009697329,0.009722047,0.010046707,0.009791149,0.010528874,0.009739123,0.010027648,0.010135236,0.010521874,0.009890671,0.009907913,0.010074153,0.009977342,0.009801087,0.010408734,0.010229604,0.009362362,0.009976542,0.01013813,0.01016387,0.00998874,0.0101982,0.0095570795,0.009873794,0.009898496,0.010426118,0.010111533,0.01003292,0.010254737,0.010065532,0.009855285,0.009705124,0.009792948,0.009658206,0.010175291,0.0105723785,0.0098710945,0.009969298,0.010794775,0.010462791,0.010010072,0.00952115,0.009643409,0.010305756,0.009942572,0.009915746,0.010041355,0.010156018,0.009912021,0.010410492,0.010046662,0.010238365,0.010219474,0.010125189,0.010340075,0.009801348,0.00994391,0.01015991,0.009671156,0.010401724,0.009556705,0.010268573,0.010252651,0.010149688,0.009831253
FTNT,0.010008823,0.010102924,0.009780783,0.009530848,0.009567736,0.010113975,0.009600073,0.010157603,0.009925834,0.009840084,0.009779092,0.01035732,0.009863524,0.009954449,0.0097952,0.009762852,0.009997703,0.009736469,0.009694391,0.010020912,0.009770339,0.009820966,0.010128629,0.009988896,0.009816592,0.010021858,0.009890042,0.010005504,0.009834186,0.009759856,0.010640311,0.009912377,0.010265268,0.010424325,0.009887213,0.009669605,0.009719826,0.010064924,0.009779815,0.010548291,0.009768936,0.010002528,0.010107309,0.010545691,0.009905627,0.009883086,0.010046183,0.009994131,0.009816026,0.010391109,0.010223455,0.009388808,0.009984282,0.010083692,0.010137297,0.009970827,0.010198582,0.009573684,0.009861906,0.009901371,0.01045071,0.01004527,0.010015032,0.010301323,0.010095412,0.009837413,0.009697428,0.009781431,0.009672426,0.010181113,0.010537601,0.009894325,0.00997681,0.010787432,0.010472233,0.010050951,0.009521883,0.009643858,0.010279979,0.009960845,0.009927923,0.010024777,0.01018543,0.009892884,0.010460786,0.01001759,0.010243027,0.010225459,0.010105136,0.010322283,0.009804068,0.00992933,0.010156066,0.009703014,0.010390352,0.009569343,0.010229191,0.010243066,0.010180112,0.009862748
GD,0.009968513,0.0100733405,0.009818969,0.009533846,0.009534447,0.010124474,0.009642669,0.0101737585,0.009932568,0.009820642,0.009742237,0.010328174,0.009855125,0.009970873,0.009822823,0.009782556,0.009986179,0.009729934,0.009695817,0.010022661,0.009774995,0.009817516,0.010134884,0.010001308,0.0098238,0.010037588,0.009865087,0.009999882,0.0098244045,0.0097294785,0.01066461,0.009928652,0.010238083,0.010380427,0.00987135,0.009688314,0.009735895,0.010048379,0.009804723,0.010537825,0.009761702,0.010045709,0.0101195965,0.010559855,0.00987016,0.009894537,0.010087019,0.009988306,0.009781145,0.010409032,0.010211741,0.009376414,0.009960996,0.010098907,0.010186898,0.009992323,0.010219916,0.009561603,0.00985736,0.009884316,0.01042198,0.010043988,0.009998567,0.010260694,0.01010648,0.009846727,0.009683899,0.009802767,0.00965667,0.010204416,0.010596055,0.0098933885,0.009962258,0.01081852,0.010462696,0.010043152,0.0095421,0.009653726,0.010312183,0.009948531,0.009938626,0.010024286,0.0101677,0.00989948,0.010451825,0.010038706,0.010252421,0.0101879,0.010138237,0.01035242,0.009819403,0.009906713,0.010149974,0.009704683,0.01039351,0.009543189,0.010239685,0.010232406,0.010124668,0.009841036
GE,0.009972987,0.0100942785,0.009821354,0.009538213,0.009534896,0.010147547,0.009625479,0.010171875,0.009960679,0.009828836,0.009807319,0.010336138,0.009835092,0.009961441,0.009800599,0.009768145,0.009995147,0.009742569,0.009693202,0.010031599,0.009782269,0.009843388,0.010129225,0.00997789,0.009856496,0.010031683,0.009877769,0.010029689,0.009842282,0.00973707,0.010648007,0.00987467,0.01025089,0.010397367,0.009854283,0.009672968,0.009742169,0.010009672,0.009812522,0.010565133,0.009734567,0.010007851,0.010130079,0.010526065,0.0099184755,0.009930657,0.0100810155,0.0100022,0.009792011,0.010401156,0.010204942,0.009367852,0.009987642,0.010082627,0.010132266,0.009995854,0.01022313,0.009580526,0.009873351,0.009892326,0.010420913,0.010059095,0.010022364,0.010268381,0.010074416,0.009852384,0.009725058,0.009816213,0.009668547,0.0101808505,0.010543345,0.009882423,0.010004479,0.01077112,0.010421693,0.010019928,0.009508497,0.009652529,0.010280939,0.009932478,0.009926838,0.010018375,0.01016266,0.009878667,0.010403873,0.010016026,0.010277343,0.010232351,0.010142831,0.0103258705,0.009796286,0.009929931,0.010129268,0.009693081,0.010393341,0.009584191,0.0102450885,0.010276566,0.010143586,0.009850743
GOOG,0.010006952,0.010106601,0.009809051,0.009552263,0.009536676,0.010123881,0.009597881,0.010156618,0.009932693,0.009870859,0.009782897,0.010325925,0.009849577,0.009970443,0.00978993,0.009774586,0.010027252,0.009760852,0.009678388,0.01003782,0.009753928,0.009856352,0.0101173585,0.009968661,0.009852149,0.010011676,0.0098477425,0.010015288,0.009860108,0.009756004,0.0106352735,0.009886638,0.01027842,0.010413003,0.0098731145,0.009662148,0.009756204,0.010043269,0.009805024,0.010561895,0.009783589,0.010012261,0.0101133855,0.010537647,0.009941612,0.009883995,0.010042883,0.009994502,0.009802609,0.010412211,0.010189456,0.009387261,0.009976833,0.01006999,0.010133401,0.009974577,0.010215343,0.009562595,0.009834198,0.009886831,0.0104533,0.010013786,0.010019519,0.010281766,0.010109486,0.009844829,0.009724256,0.009780993,0.009698479,0.0101852715,0.010546567,0.009907211,0.009980401,0.010773004,0.010448709,0.010057128,0.009526629,0.00965111,0.010291616,0.009943966,0.009927829,0.009999162,0.0101751005,0.009866202,0.01044821,0.010031331,0.010268344,0.010220321,0.010093373,0.010313838,0.009765427,0.009940755,0.010114019,0.009693909,0.010405726,0.009562217,0.010234768,0.010231735,0.010188214,0.009880915
GS,0.009980249,0.010074558,0.009844396,0.009521727,0.00952993,0.010143822,0.009600512,0.010175528,0.00992972,0.009856921,0.009735486,0.010306461,0.009846836,0.009960127,0.009802893,0.0097827045,0.009957427,0.009712324,0.009705308,0.010047033,0.009779157,0.0097861225,0.0101416735,0.009999116,0.00985721,0.010011387,0.009896004,0.00997581,0.009874978,0.009719306,0.01061349,0.009941328,0.010244747,0.010391249,0.00987181,0.00969048,0.009732481,0.010037873,0.009822773,0.010544998,0.009797834,0.009994508,0.010132605,0.010536736,0.009876205,0.0098946765,0.010057427,0.0099988235,0.009822997,0.010451896,0.010210419,0.009388231,0.009953931,0.010096475,0.010124498,0.010019746,0.010198364,0.009539513,0.009878047,0.009906737,0.010440532,0.010065295,0.010028612,0.010286089,0.0100947125,0.009825956,0.009740736,0.00981093,0.009690609,0.010171101,0.010544233,0.009883005,0.00997226,0.010770707,0.010447853,0.01007315,0.009507756,0.0096558975,0.010308087,0.009962962,0.009938933,0.010023601,0.0101468265,0.009846874,0.010407145,0.01002445,0.010226461,0.010215901,0.010155567,0.010354469,0.009807537,0.009939467,0.01014653,0.009706124,0.01040302,0.009580283,0.010233573,0.010251283,0.0101216035,0.009864261
HD,0.009973289,0.010106725,0.009834869,0.00954766,0.009508113,0.010131514,0.009649491,0.010165716,0.009964685,0.009874806,0.00976564,0.010356405,0.009849506,0.009945461,0.0098000765,0.009785173,0.0099780075,0.009735119,0.0096956175,0.0100349365,0.009765047,0.009815653,0.0101249395,0.010005334,0.009870234,0.0100428015,0.009893307,0.010027095,0.009842375,0.009755485,0.010645184,0.009869996,0.010252665,0.010401791,0.009883054,0.009684535,0.009741167,0.0100279655,0.009814809,0.010542619,0.009806056,0.009999137,0.010138469,0.010506468,0.009890588,0.00989709,0.010049635,0.009999406,0.009784118,0.010413811,0.010204131,0.009372968,0.009964503,0.010089788,0.010145446,0.009997141,0.010167536,0.009550375,0.009866487,0.009896794,0.01042228,0.010093441,0.010005208,0.010224811,0.010108732,0.009882359,0.009730171,0.009797219,0.009709321,0.010172107,0.010527987,0.009902506,0.009991023,0.010744972,0.010445494,0.010035509,0.009519955,0.009665435,0.010314338,0.009951562,0.009900128,0.0100099975,0.010191881,0.009868657,0.010411471,0.010030868,0.010270448,0.010231506,0.01011413,0.010320658,0.009780903,0.009916052,0.010106083,0.009674047,0.010413269,0.009576929,0.010233479,0.010254247,0.010161331,0.009840673
