,AAPL,ACN,ADBE,ADI,ADP,ADSK,AMAT,AMD,AMZN,APH,APP,ARM,AVGO,AXP,AZO,BA,BABA,BAC,BLK,BN,BX,C,CB,CDNS,CME,COF,COST,CPNG,CPRT,CRM,CRWD,CSCO,CVNA,CVS,DELL,DG,EBAY,FTNT,GD,GE,GOOG,GS,HD,HON,HOOD,HWM,IBKR,IBM,ICE,INTC,INTU,JD,JPM,KKR,KLAC,KR,LMT,LOW,LRCX,MA,MELI,META,MMC,MRVL,MS,MSFT,MU,NET,NFLX,NOC,NOW,NTES,NU,NVDA,ORCL,ORLY,PANW,PDD,PGR,PLD,PLTR,QCOM,RBLX,ROST,RTX,SCHW,SE,SNOW,SNPS,TGT,TJX,TPR,TSCO,TXN,ULTA,V,WDAY,WELL,WFC,WMT,XLE,XLK,XLY
BX,0.009714501,0.010270543,0.010013511,0.009685868,0.009942827,0.010440163,0.009854571,0.010600217,0.009620856,0.009377991,0.0098228175,0.009748304,0.009271575,0.00920906,0.010192442,0.009900034,0.009470146,0.00981738,0.009453908,0.009921568,0.009432737,0.009821129,0.009495469,0.009902347,0.009461584,0.010058219,0.009345565,0.0099580325,0.009662513,0.009385271,0.010090026,0.009522564,0.009446116,0.009029815,0.009546729,0.00968021,0.009662131,0.010027451,0.009939283,0.009487515,0.010373918,0.00977482,0.009746561,0.010136755,0.009679437,0.009193037,0.009688931,0.009860599,0.010069846,0.009878409,0.009303894,0.009795619,0.009342246,0.009334937,0.009535698,0.009067202,0.009876072,0.009995986,0.009511331,0.009690228,0.009412542,0.009859497,0.010041237,0.009245785,0.009769134,0.009475637,0.009953804,0.009971868,0.009768959,0.009445698,0.009659719,0.009344138,0.010502578,0.009846909,0.0096227275,0.009439419,0.009541331,0.009733431,0.010060934,0.009521703,0.009767754,0.009953154,0.010032748,0.0093549825,0.009742488,0.009811529,0.008968822,0.010116149,0.009733308,0.009772356,0.009570225,0.009242132,0.009716796,0.009640739,0.009573376,0.009907022,0.00984004,0.009700705,0.009814298,0.009251103,0.009235857,0.009737035,0.010161807
C,0.009722938,0.0102658,0.009977825,0.009703953,0.009974094,0.010334744,0.009850438,0.010557078,0.009685485,0.009388361,0.009859806,0.009785546,0.009303215,0.009213601,0.010175197,0.009904229,0.009529581,0.009784926,0.009458154,0.009916858,0.00945511,0.009854417,0.009483057,0.009932842,0.009503037,0.010028705,0.009340564,0.009923004,0.009634728,0.009411991,0.01006405,0.009521555,0.00948795,0.00897939,0.009603938,0.0096856505,0.009670643,0.01001745,0.009945478,0.009503592,0.010358844,0.009777248,0.009733418,0.010126099,0.009654192,0.009226915,0.009727826,0.009923024,0.010063157,0.009937208,0.009293421,0.009807327,0.009383309,0.009329744,0.009533157,0.009054491,0.009847673,0.010015601,0.009523109,0.009709505,0.009391846,0.0098674465,0.009981949,0.009241608,0.00977097,0.009464832,0.009859864,0.009931319,0.009722145,0.009449323,0.009609063,0.00934122,0.010402292,0.009866342,0.009642448,0.0094347615,0.009591751,0.009711136,0.010070982,0.009544206,0.009822843,0.009915731,0.010042232,0.009413692,0.009770734,0.009760891,0.009002439,0.010107615,0.00970628,0.009749315,0.009539953,0.009251572,0.009729459,0.0095751,0.009602993,0.009928014,0.009906221,0.009655762,0.009788595,0.009213188,0.009282552,0.009703862,0.010171203
CB,0.009678199,0.010267686,0.00999509,0.00969164,0.009965815,0.010420755,0.009844175,0.010611745,0.009676737,0.009374377,0.009848645,0.009706209,0.009265144,0.009202218,0.010201834,0.009938952,0.009460227,0.009796051,0.009477156,0.009865154,0.009476417,0.009858624,0.009475907,0.009887379,0.009496174,0.010052308,0.009363585,0.009971099,0.009632035,0.0093784295,0.010053977,0.009494956,0.009428492,0.009018988,0.009591561,0.009674794,0.009634537,0.010033187,0.009900063,0.009491406,0.0103681665,0.009759441,0.009752981,0.010175859,0.009683592,0.009214599,0.009680853,0.009911835,0.010086978,0.009928466,0.009293779,0.00981709,0.009373371,0.009366523,0.009518636,0.009056974,0.009886363,0.0099593215,0.009481728,0.009742522,0.009375362,0.009847904,0.010025437,0.009277806,0.009828024,0.009490566,0.009885527,0.009954737,0.0097281365,0.009428151,0.009669146,0.009321816,0.010446452,0.009893733,0.009606081,0.009403547,0.009520624,0.009748803,0.010102132,0.0094851805,0.009766771,0.009980414,0.01004409,0.009399753,0.009748645,0.009798714,0.008972453,0.010109412,0.009758557,0.009743836,0.009560618,0.009233009,0.009756989,0.009621106,0.009623849,0.00992133,0.009884521,0.009655805,0.009828194,0.009218939,0.009235194,0.009690192,0.010147635
CDNS,0.009714388,0.010236254,0.009995349,0.009735695,0.009980272,0.010392142,0.009845689,0.010572249,0.009607293,0.009370892,0.009864251,0.009771789,0.009304481,0.009209582,0.010225808,0.009910034,0.009493207,0.009785476,0.009427987,0.009905151,0.009479221,0.009887574,0.009488652,0.009916352,0.009483539,0.010005655,0.00934221,0.009976225,0.009598876,0.009402224,0.010042597,0.00952035,0.009473995,0.009000452,0.009655647,0.009644821,0.009637273,0.010040282,0.009900348,0.009512929,0.010367662,0.0097697005,0.009759804,0.010104832,0.009669211,0.009177788,0.009707135,0.009942129,0.010089582,0.009880738,0.009297175,0.009804699,0.009356771,0.009299079,0.009544279,0.009091033,0.009915766,0.0099503705,0.009555667,0.009670932,0.009388573,0.009850183,0.01004068,0.009247007,0.009812285,0.009440641,0.009871454,0.009993703,0.009741075,0.009432046,0.0096375765,0.009349796,0.010391987,0.009835203,0.00963092,0.009468576,0.009560111,0.0097351,0.010110462,0.00951135,0.009802258,0.009964903,0.010032505,0.009410912,0.009748859,0.009792259,0.00903384,0.010096122,0.009692995,0.009729612,0.009526137,0.009168995,0.009736828,0.009596253,0.009534151,0.009890689,0.009940742,0.009645386,0.009847183,0.009228079,0.009275923,0.009725265,0.010219812
CME,0.00966487,0.01025369,0.009991977,0.009675189,0.010007817,0.010376859,0.009826224,0.010550179,0.009658057,0.009400921,0.009887243,0.009782248,0.009256126,0.009206293,0.010217469,0.009917219,0.009505851,0.009789711,0.009440075,0.009888846,0.009458545,0.0098747695,0.009499792,0.009910596,0.0094850985,0.010017086,0.009345327,0.009970633,0.009646781,0.009408411,0.010073433,0.009555841,0.0094721755,0.008998305,0.009593254,0.0096744895,0.009654708,0.01001124,0.009908548,0.009510056,0.010357353,0.009758506,0.009708047,0.010114617,0.009686651,0.009215158,0.009754941,0.009971693,0.010071955,0.009924671,0.009320362,0.0098264925,0.009414474,0.009334821,0.009514882,0.009054445,0.00986271,0.00998222,0.009516487,0.009705411,0.009383224,0.009882683,0.010002002,0.009234371,0.009769687,0.009467578,0.00986994,0.009957978,0.009718204,0.009438812,0.009632551,0.009362169,0.010405101,0.009883819,0.009637911,0.009417149,0.009576409,0.009691268,0.010074973,0.009517718,0.009796688,0.009937084,0.010073007,0.009421848,0.009787789,0.0098042805,0.009008138,0.010116113,0.009710467,0.009741386,0.009523185,0.009233039,0.009721672,0.009591263,0.009583121,0.009899482,0.009848313,0.009649283,0.009826242,0.0092080925,0.009272584,0.009677337,0.0101841865
COF,0.00968667,0.010280337,0.010033814,0.009707995,0.010007588,0.010359397,0.009842245,0.0105661005,0.009628678,0.00934414,0.009904261,0.009755976,0.009266192,0.00917973,0.010223252,0.009915454,0.009512366,0.009781295,0.009492319,0.009914429,0.009459497,0.009839352,0.0094761895,0.009925365,0.009466851,0.010008724,0.009347497,0.009990802,0.009658793,0.009401115,0.010056106,0.009505288,0.009442276,0.008987066,0.009621077,0.009663173,0.009613478,0.010027118,0.009927329,0.009504389,0.010330226,0.009748561,0.0097612655,0.0101256445,0.009686614,0.009203881,0.009730597,0.009924686,0.010102985,0.0099293,0.0093003195,0.0098054325,0.009348073,0.009322166,0.009533338,0.009068949,0.009876445,0.009999855,0.009498194,0.009692229,0.009366604,0.009869912,0.01003305,0.009262029,0.009779128,0.009491563,0.009867458,0.009961268,0.009721028,0.009440751,0.009645668,0.009356534,0.010444944,0.009871571,0.009619504,0.00942315,0.009550284,0.009780282,0.010048211,0.009503576,0.009799229,0.009927006,0.010048656,0.009386934,0.009772377,0.009790605,0.009000147,0.01010346,0.009729344,0.009712469,0.009557794,0.0092145745,0.009761101,0.009605452,0.009594148,0.009903783,0.00989522,0.009663929,0.009831044,0.0092008095,0.0092571685,0.009700395,0.01019535
COST,0.009772411,0.0102944765,0.010010114,0.00970502,0.0099515375,0.010372928,0.009819267,0.01059103,0.009665311,0.00933066,0.009843364,0.009741322,0.009314075,0.009208525,0.010196452,0.0098942565,0.009507822,0.009801439,0.009490996,0.00991345,0.009463344,0.009810522,0.009446762,0.009911897,0.0094507355,0.010040725,0.009327707,0.0099891545,0.009615205,0.009422682,0.010092995,0.009538626,0.009477599,0.008969873,0.009617618,0.009644211,0.009663943,0.010035818,0.009932772,0.009517904,0.010337686,0.009755934,0.00976459,0.010143766,0.009681262,0.009214188,0.009721285,0.009857935,0.010055998,0.009969853,0.009349648,0.009794051,0.009367568,0.009313978,0.009533628,0.0090624485,0.009831414,0.009994723,0.009446565,0.009714196,0.0094039105,0.009853228,0.010039175,0.009247469,0.009798339,0.009485578,0.009907457,0.009955409,0.0096842395,0.009415144,0.0096085705,0.009343848,0.010452419,0.009884328,0.009629663,0.009438628,0.009545601,0.009747339,0.010073563,0.00948634,0.009818152,0.009900322,0.010073149,0.009385146,0.009749781,0.009796332,0.008997636,0.010102891,0.0097312555,0.009709129,0.009547982,0.00924609,0.009772032,0.009599583,0.009632714,0.009956233,0.009917599,0.0096342815,0.009800163,0.009226913,0.009235055,0.009739045,0.010123002
CPNG,0.009735579,0.010271961,0.01001763,0.0097298445,0.009954746,0.010335308,0.009791683,0.0106286,0.009642893,0.009366978,0.009870961,0.009822305,0.009245109,0.009239781,0.010191733,0.009937945,0.009518875,0.009796961,0.009457465,0.009942229,0.009492962,0.009824257,0.0094612,0.009982969,0.009502726,0.0100387465,0.009341149,0.009988625,0.00961921,0.009367251,0.010122753,0.009479025,0.009416248,0.008943523,0.0096117165,0.0096752355,0.009649301,0.010083856,0.009944424,0.009525085,0.01042637,0.009818036,0.0098640295,0.010149212,0.009615018,0.009196326,0.00977314,0.009915387,0.010047283,0.009906903,0.009261254,0.009795224,0.00927873,0.009264475,0.00953715,0.009054782,0.009858372,0.010000431,0.009591915,0.009637119,0.009370806,0.009843858,0.010086318,0.009251497,0.009747151,0.009438384,0.009906269,0.009952249,0.009662794,0.009426871,0.009579355,0.009391801,0.010443138,0.009798005,0.009611672,0.009427731,0.009570935,0.009759843,0.010069589,0.009490715,0.009835573,0.009903821,0.010074509,0.009374019,0.009746066,0.00975181,0.009018971,0.010156542,0.009723703,0.009787231,0.009457626,0.009216208,0.009709148,0.009588668,0.009570069,0.009929088,0.009879917,0.009640558,0.009849745,0.00920743,0.009259148,0.0097544305,0.010176744
CPRT,0.009697394,0.010320889,0.0100206155,0.009664623,0.010016305,0.010396826,0.009855353,0.010537833,0.009705789,0.009359962,0.009883958,0.009697864,0.009274947,0.009168311,0.01019827,0.009920854,0.009499444,0.0097642075,0.009449072,0.0098839495,0.009473065,0.009861202,0.009481689,0.00987931,0.009474742,0.0100408355,0.009355029,0.009996415,0.009595469,0.009396879,0.010055816,0.009485422,0.0094231535,0.009006062,0.009641653,0.009645976,0.009644796,0.010033377,0.0098693855,0.009457505,0.010341722,0.009733023,0.009713345,0.010169375,0.009743106,0.009240122,0.009699906,0.009958629,0.010054337,0.009906787,0.009284462,0.009844591,0.0093556205,0.009378021,0.009506582,0.009056063,0.009901424,0.009944705,0.009463751,0.009709609,0.009357774,0.009878087,0.01000275,0.009240657,0.009799277,0.009437352,0.00990751,0.010027398,0.009774639,0.009478041,0.009625655,0.00932598,0.010424408,0.009918911,0.009638117,0.009422748,0.0095376475,0.009736401,0.010166981,0.009546181,0.009770722,0.009955365,0.010033502,0.00940519,0.0097536575,0.009841718,0.008974144,0.010121832,0.009732972,0.009746829,0.009535342,0.009172071,0.0097723035,0.009601396,0.009634798,0.009869765,0.009871055,0.009644473,0.009820627,0.009193647,0.009271626,0.009704774,0.010186246
CRM,0.00971169,0.010255492,0.010002261,0.009732787,0.010002007,0.0104369065,0.009866662,0.0105882995,0.009670758,0.00937411,0.009852808,0.009727722,0.009253729,0.009181539,0.01018772,0.009932714,0.009505958,0.0098113455,0.009493646,0.009907816,0.00947322,0.00983851,0.009489815,0.009914669,0.009489578,0.010037994,0.009328713,0.009991898,0.009639677,0.009367377,0.010042724,0.00951896,0.0094163325,0.009023091,0.00961658,0.009644214,0.009605933,0.010055109,0.00985817,0.009470591,0.010325536,0.00980315,0.009776534,0.010170266,0.0097093005,0.009186583,0.009684565,0.009889746,0.010077026,0.009896351,0.00929148,0.009806816,0.009318113,0.009344682,0.009494184,0.009061921,0.009886639,0.009935949,0.009527931,0.009671126,0.00939465,0.009841327,0.01004131,0.009271352,0.009816255,0.009429452,0.009914604,0.010022977,0.009745667,0.009465622,0.009637586,0.009406768,0.010421244,0.009854206,0.009586193,0.00942263,0.009533558,0.009742004,0.010085868,0.009542581,0.009772785,0.00996651,0.010039077,0.0093713375,0.009701944,0.009782647,0.008969497,0.010140846,0.0097315,0.009734897,0.00955227,0.0091966465,0.00974139,0.00960262,0.009606371,0.009895534,0.00991425,0.009685472,0.0098514445,0.00918702,0.009273615,0.009737919,0.010191531
CRWD,0.009710135,0.010274285,0.009971766,0.009724196,0.010000214,0.010320822,0.009844065,0.010490986,0.009628384,0.009358294,0.009899004,0.00976728,0.009287929,0.009191962,0.01022251,0.009892746,0.009508917,0.0097784605,0.009496076,0.009924695,0.0094463425,0.009869201,0.009485091,0.009915711,0.009486427,0.010000284,0.00935909,0.010037417,0.00961388,0.009390137,0.010096367,0.009513411,0.009463862,0.009025155,0.00962851,0.009636344,0.009654063,0.010059196,0.009922888,0.009543787,0.0103276335,0.009754835,0.009739765,0.010106297,0.009688962,0.009209048,0.009732075,0.009910503,0.010035839,0.009933814,0.009292277,0.009821242,0.009350977,0.00933803,0.009555099,0.009085374,0.009833941,0.009984442,0.00949985,0.009687062,0.009406171,0.009855889,0.010003159,0.009231069,0.009805358,0.009462341,0.009880079,0.010011475,0.009716727,0.009411763,0.009634013,0.009348301,0.010423685,0.009873212,0.009623937,0.009418717,0.009540838,0.009750934,0.010063062,0.009485122,0.009800975,0.00991212,0.010062927,0.009396942,0.009739498,0.009808663,0.009035077,0.010121643,0.009734269,0.009737655,0.009517867,0.009232067,0.009750487,0.009603462,0.009582731,0.009890631,0.00990558,0.009682147,0.009833691,0.009228846,0.009243585,0.009717139,0.010189195
CSCO,0.009693888,0.010304852,0.010042318,0.009712178,0.009954654,0.010359242,0.009871694,0.010582356,0.009656804,0.009335591,0.009851551,0.009722704,0.009264544,0.009182668,0.010222215,0.009916466,0.009470776,0.009810211,0.009526459,0.009891245,0.009449996,0.009817753,0.009444248,0.0099370275,0.00950714,0.010033738,0.009386985,0.009993817,0.009656398,0.009394906,0.010079666,0.009484298,0.009445716,0.0090025645,0.009624138,0.009639642,0.009668086,0.010010619,0.009947654,0.00945795,0.010395685,0.009733179,0.009769468,0.0101828305,0.009695923,0.009190433,0.009694172,0.009870527,0.010076854,0.009910546,0.009328983,0.009777861,0.009360756,0.009351132,0.009520935,0.009079368,0.009895917,0.009985909,0.00948805,0.009697713,0.00937653,0.009849039,0.010001287,0.009275734,0.0097781345,0.009477384,0.009888903,0.00995986,0.009718562,0.009415201,0.009634208,0.009327548,0.010433251,0.009871058,0.00963787,0.009420406,0.009524522,0.00974795,0.010055926,0.00949368,0.009780591,0.009944288,0.010063194,0.009415928,0.009758644,0.009766938,0.008983169,0.010100754,0.009737585,0.009730175,0.009531405,0.009247906,0.009767389,0.009582525,0.009618058,0.00993302,0.00990757,0.009677053,0.00979616,0.009232739,0.009247564,0.009752281,0.010177016
CVNA,0.0097005945,0.010242211,0.010029642,0.009746581,0.009994617,0.010318437,0.009805346,0.01054008,0.009677661,0.009422688,0.009855306,0.009758755,0.009272101,0.009179214,0.010225186,0.009901935,0.009527251,0.009816468,0.009421692,0.009917211,0.009479716,0.009831208,0.009455589,0.009931789,0.009542722,0.010008618,0.009361254,0.00992602,0.009623995,0.00941079,0.01008263,0.009479602,0.009487722,0.00898223,0.009611096,0.009639383,0.009668688,0.010017542,0.009980847,0.009472592,0.010376373,0.009813633,0.009756461,0.010159383,0.009667197,0.009244243,0.009777049,0.009922639,0.010078037,0.009926304,0.009306098,0.009797847,0.009356426,0.009339729,0.00954473,0.009060975,0.009875594,0.010030105,0.009539057,0.009666558,0.009349836,0.009880297,0.010009905,0.009281937,0.009711943,0.009446443,0.009876326,0.00991504,0.0097013,0.009446374,0.0095763495,0.009300202,0.010409722,0.009815588,0.00969846,0.009431818,0.009560212,0.009755043,0.010101438,0.0095277075,0.009769406,0.009918108,0.010109074,0.009403915,0.009818647,0.009708684,0.009021499,0.010088682,0.009718471,0.009752303,0.009493357,0.009272907,0.009672884,0.009599291,0.009595539,0.009938267,0.009912687,0.009634545,0.009830192,0.009167638,0.009283835,0.009755053,0.010153619
CVS,0.00970729,0.010279554,0.010004121,0.009652525,0.009978177,0.010390888,0.0098658735,0.010575964,0.009675246,0.009347055,0.0098840585,0.009761222,0.0093072625,0.009141142,0.010220658,0.009928084,0.009505864,0.009768121,0.009439673,0.009911582,0.009429442,0.009868782,0.009480057,0.009897444,0.009463797,0.010012984,0.009332315,0.009980405,0.009601373,0.009376919,0.010096554,0.009496752,0.009456517,0.009012081,0.009629045,0.0096820025,0.009683733,0.010015497,0.009915211,0.009468052,0.010347507,0.009721233,0.009682706,0.010163539,0.009721596,0.009247128,0.0097145075,0.00990647,0.010050136,0.009915623,0.009307561,0.00986459,0.009353596,0.0093268,0.00951535,0.009068968,0.009876436,0.009995792,0.009491057,0.0097066555,0.009396225,0.0098765055,0.009983195,0.009202714,0.009808588,0.009417403,0.009930074,0.009979032,0.009758851,0.009434194,0.009628413,0.009302504,0.010506106,0.00993554,0.009637863,0.009400244,0.009555217,0.009729926,0.0100955535,0.00952304,0.009820349,0.009948159,0.010076588,0.009397126,0.009771735,0.0098167965,0.008971994,0.010145253,0.009756554,0.009722963,0.00953773,0.009198297,0.009754304,0.009561714,0.00964748,0.009832795,0.00985703,0.009660758,0.009801081,0.009193799,0.00928913,0.0097241085,0.010192498
DELL,0.009752037,0.010261655,0.0099821,0.009718733,0.009964318,0.010399135,0.009866746,0.010591772,0.009655448,0.009369659,0.009869024,0.009770821,0.009255509,0.009246193,0.010176772,0.009967387,0.009526078,0.00981141,0.009505548,0.009929191,0.009445296,0.009849723,0.009428941,0.009943243,0.00951026,0.0100033805,0.009355587,0.009978979,0.009568835,0.009364447,0.010048769,0.00950719,0.009472428,0.0089910505,0.009634136,0.00963573,0.009662846,0.009981696,0.00993563,0.009488884,0.01045452,0.009767655,0.009801595,0.010142723,0.009591793,0.009161374,0.009675851,0.009866731,0.010057916,0.00995118,0.009299187,0.009826522,0.009360355,0.009261198,0.009544643,0.009074405,0.009896227,0.009945809,0.00954065,0.009686736,0.009358682,0.009808512,0.010058437,0.009276587,0.009810616,0.00942415,0.009859711,0.010002996,0.009720737,0.009438846,0.009612196,0.009392277,0.010404598,0.009841501,0.009612126,0.009449912,0.009552432,0.009694889,0.010102461,0.009471739,0.00981003,0.009873195,0.010042355,0.00940702,0.009741609,0.009773001,0.009052124,0.010166761,0.0097021675,0.009769992,0.009531843,0.009209092,0.009775032,0.009569961,0.0095507605,0.00993609,0.009859442,0.009691037,0.009804371,0.009257322,0.009290613,0.009759551,0.010199579
DG,0.009719779,0.010218244,0.00996249,0.009739521,0.00999165,0.010378435,0.009835002,0.010614806,0.009640774,0.009346874,0.009910401,0.009729945,0.009302965,0.009182735,0.010210013,0.009916522,0.0094736945,0.009798273,0.009469925,0.009911425,0.009478666,0.009875858,0.009439353,0.009892871,0.00944077,0.009998662,0.009315278,0.009998333,0.00962181,0.009422554,0.010083145,0.009513299,0.009443972,0.009041119,0.00965414,0.009674488,0.009642915,0.010006159,0.009866111,0.009520932,0.010325551,0.009760556,0.009717172,0.010120709,0.009748418,0.009224308,0.009686267,0.009904224,0.010067684,0.009942617,0.009311678,0.009846498,0.009329924,0.009331159,0.009524306,0.009094086,0.009859646,0.009952016,0.009466089,0.009723815,0.00941614,0.009855468,0.0100282505,0.009286367,0.009816265,0.009479247,0.009889116,0.009982597,0.00970965,0.009439391,0.009671972,0.009349706,0.01044599,0.009894957,0.009592235,0.00945386,0.009541322,0.009695495,0.010045268,0.009505259,0.009791108,0.009926216,0.010061021,0.009392573,0.009754622,0.009824565,0.009010849,0.010057892,0.009689776,0.009707416,0.009537021,0.009226199,0.009783776,0.009592665,0.009589263,0.009901349,0.009903021,0.009699576,0.009822552,0.009235199,0.009281356,0.009682561,0.010210232
EBAY,0.009683462,0.010248899,0.010023749,0.009757888,0.009999108,0.010328658,0.009838505,0.010590232,0.0096175885,0.009359502,0.0098742135,0.009760043,0.009280434,0.009160798,0.010264594,0.009897349,0.009469703,0.009799762,0.00944219,0.009897452,0.009434938,0.009864747,0.00947254,0.009925934,0.009497699,0.010013694,0.009327995,0.009985626,0.009676905,0.009396337,0.010090465,0.009490186,0.009435059,0.008998243,0.009642046,0.009651352,0.0096398,0.0100421645,0.009965344,0.009496516,0.010335557,0.009787854,0.009777021,0.010129053,0.009690095,0.00920433,0.009755902,0.009924227,0.010114241,0.009905387,0.009294614,0.009804498,0.009356145,0.009329027,0.009517096,0.009074843,0.009864256,0.010036546,0.009499409,0.009682269,0.009371521,0.0098807225,0.010013141,0.009270448,0.009768801,0.009467839,0.0098723145,0.009935839,0.009732588,0.009425454,0.009627495,0.009301012,0.010458899,0.009848957,0.009644323,0.009420621,0.009559363,0.009806773,0.010036742,0.009500206,0.009788615,0.009952101,0.010049748,0.009384486,0.009792408,0.009777398,0.009002491,0.010102019,0.009711634,0.009704529,0.00954281,0.009243026,0.009701168,0.00960899,0.009590957,0.009912518,0.009918256,0.009650325,0.00983479,0.009201556,0.009242566,0.009717729,0.01020273
FTNT,0.009747174,0.010305429,0.009964792,0.009718004,0.009947819,0.010369053,0.00981611,0.010557725,0.009692609,0.009387241,0.009850923,0.009795401,0.009287052,0.009241464,0.010189692,0.009907857,0.009514972,0.009783572,0.009440806,0.009945121,0.00945839,0.009843408,0.009457671,0.009942329,0.009526978,0.010042971,0.009355521,0.01000525,0.0095471945,0.009384241,0.010098634,0.009496427,0.009462886,0.008948601,0.009618368,0.00962908,0.009662518,0.0100760115,0.009936273,0.009537114,0.010402764,0.009752616,0.009823623,0.010138551,0.009632689,0.009195285,0.009700075,0.009909908,0.009999662,0.00995624,0.009300705,0.009773416,0.009367077,0.009280835,0.00953941,0.009046327,0.009838933,0.009987626,0.009533443,0.009695379,0.009378483,0.009850595,0.010063589,0.0092426725,0.009812931,0.009456734,0.009924045,0.009992184,0.009690665,0.009432835,0.009598504,0.009342467,0.010404534,0.009873993,0.009623459,0.009446748,0.009529838,0.009725323,0.01011343,0.009461446,0.0098304935,0.009909449,0.010045178,0.009386903,0.00975606,0.009800652,0.009047761,0.010150515,0.009691056,0.009761606,0.009454243,0.009221356,0.009708683,0.009610815,0.009576045,0.00993181,0.009894467,0.009649068,0.009835581,0.009237537,0.009248249,0.009746676,0.010174079
GD,0.009725888,0.010290129,0.010025928,0.009708963,0.010013954,0.010342072,0.009824255,0.010531779,0.009630959,0.009389544,0.009923469,0.009783496,0.009258197,0.009191932,0.010264657,0.009877917,0.00952335,0.009783357,0.009483892,0.009917853,0.009435572,0.009810753,0.009476263,0.009986557,0.009482481,0.0100005325,0.009342161,0.01004733,0.009579877,0.009402271,0.010109058,0.009473117,0.009456901,0.008969087,0.009644771,0.0096342275,0.009658438,0.010066634,0.009943007,0.009536059,0.010296365,0.009813196,0.0097638955,0.010109624,0.009720478,0.00921277,0.009778004,0.009941262,0.01005923,0.009916706,0.009262635,0.009777814,0.009343983,0.009355008,0.0095102545,0.009105328,0.009790814,0.010017302,0.009530137,0.009671957,0.009352004,0.009880233,0.009981912,0.009215552,0.009756238,0.009453754,0.009891604,0.009977245,0.009715107,0.009430831,0.0095419185,0.009336455,0.010437725,0.009872302,0.009641652,0.009463124,0.009556059,0.009795569,0.010080443,0.009496209,0.009780455,0.009880509,0.010057181,0.009383478,0.00979515,0.009749826,0.009036655,0.010147187,0.009713154,0.009690485,0.00947411,0.009244161,0.009736494,0.009572013,0.00954593,0.009978661,0.0098852115,0.009678804,0.0098152375,0.009219818,0.009271086,0.009751637,0.010193361
GE,0.009704132,0.01025579,0.010001907,0.00968033,0.00997885,0.010392925,0.009817435,0.010584913,0.009668626,0.009396188,0.009852521,0.009727558,0.009275758,0.009230658,0.010154663,0.009950722,0.009538,0.009825971,0.00942619,0.009886043,0.009463472,0.009832337,0.009516938,0.009924095,0.009510957,0.010032921,0.009373454,0.009931551,0.009605142,0.009421475,0.010033393,0.009552964,0.009470569,0.009004237,0.0096271485,0.009707998,0.0096706245,0.010029025,0.009899164,0.009492951,0.010404467,0.0097442325,0.00975588,0.010124489,0.009681728,0.009238943,0.009744134,0.009913666,0.010014916,0.009891142,0.009276633,0.009825872,0.009387015,0.009329594,0.009504372,0.009042629,0.0098587675,0.009942906,0.009518467,0.00966177,0.009344673,0.009826765,0.010004537,0.009218909,0.009800511,0.009445209,0.0099351825,0.00995037,0.009714665,0.009468998,0.009642493,0.009389268,0.010417912,0.009900668,0.009641992,0.00944053,0.009501112,0.00972933,0.010100178,0.009550177,0.009778776,0.009926064,0.010080934,0.009403344,0.009794919,0.009739579,0.008995076,0.010145334,0.009738199,0.009788289,0.009478603,0.009241633,0.009708898,0.009601811,0.009601823,0.009906996,0.009850547,0.009683993,0.009849115,0.009220331,0.009290021,0.0097049065,0.010136107
GOOG,0.009674249,0.010249306,0.009981332,0.0097439345,0.00993505,0.010406311,0.009872066,0.010596237,0.009662384,0.009396227,0.009837347,0.009753586,0.009235751,0.009180894,0.010242064,0.009918732,0.00945811,0.009782618,0.009465511,0.009883527,0.009467768,0.009837718,0.00947511,0.009922183,0.009568494,0.010016078,0.009317901,0.009945533,0.009687536,0.009357301,0.010041121,0.009468951,0.009410495,0.009021476,0.009615904,0.009727846,0.009611074,0.010038153,0.009965466,0.009546962,0.01036157,0.00978869,0.009777758,0.010151004,0.0096567655,0.009191095,0.009758599,0.009917479,0.010063905,0.009933408,0.009317828,0.009789619,0.009410232,0.009345427,0.009529215,0.00905645,0.009886079,0.009988302,0.009518573,0.009721183,0.009396439,0.009841493,0.0099981055,0.009292837,0.009807786,0.0094686,0.009901579,0.0099109225,0.0096888,0.00941867,0.009632446,0.009308947,0.01038784,0.009860756,0.00963462,0.009414736,0.009546174,0.009750311,0.010056874,0.009514961,0.009734128,0.00999348,0.010039635,0.009387288,0.00980155,0.009753091,0.008994959,0.010065873,0.009774902,0.009750537,0.009590963,0.009267701,0.009698441,0.0095705865,0.009595753,0.009928208,0.00991763,0.009639094,0.009825732,0.009211032,0.009257649,0.009720035,0.010167342
